NCBI_UnigeneID	v1_brain	v2_blood	v3_connective	v4_reproductive	v5_muscular	v6_alimentary	v7_liver	v8_lung	v9_urinary	v10_endo/exo-crine
Hs.646124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646127	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646134	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646136	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646139	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646141	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646147	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646148	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646149	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646151	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646153	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646155	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646157	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646158	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646162	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646163	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646166	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646172	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646174	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646175	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646179	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646180	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646181	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646182	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646183	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646184	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646185	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646186	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646187	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646189	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646191	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646192	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646193	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646194	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646196	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646197	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646199	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646206	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646207	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646208	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646210	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646211	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646212	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646213	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646214	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646215	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646216	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646217	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646218	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646219	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646220	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646223	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646224	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646225	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646226	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646228	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646229	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646231	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646232	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646235	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646236	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646237	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646240	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646242	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646243	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646244	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646245	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646246	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646247	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646248	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646249	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646251	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646253	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646254	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646255	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646256	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646257	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646259	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646260	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646261	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646263	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646264	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646265	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646268	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646269	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646270	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646271	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646272	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646273	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646274	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646276	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646277	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646285	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646288	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646290	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646291	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646292	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646293	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646294	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646296	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646297	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646298	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646299	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646302	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646303	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646306	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646307	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646308	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646309	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646311	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646312	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646313	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646316	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646317	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646318	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646319	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646320	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646321	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646322	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646323	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646324	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646325	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646326	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646327	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646328	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646329	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646330	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646331	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646332	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646333	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646334	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646335	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646336	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646338	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646339	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646340	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646341	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646342	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646343	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646344	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646345	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646346	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646347	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646348	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646350	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646351	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646352	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646353	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646355	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646356	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646357	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646358	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646359	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646360	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646361	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646362	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646363	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646364	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646365	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646366	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646367	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646368	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646370	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646371	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646372	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646374	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646375	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646376	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646377	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646378	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646379	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646380	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646381	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646382	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646383	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646384	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646385	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646386	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646387	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646388	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646389	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646390	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646391	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646392	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646393	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646394	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646395	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646396	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646397	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646398	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646399	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646401	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646402	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646404	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646406	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646407	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646408	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646409	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646410	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646411	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646412	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646413	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646415	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646416	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646417	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646418	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646419	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646420	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646421	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646422	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646423	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646424	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646425	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646426	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646427	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646428	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646429	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646432	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646433	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646434	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646435	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646436	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646437	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646438	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646439	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646440	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646441	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646442	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646443	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646444	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646445	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646446	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646447	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646448	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646449	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646450	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646451	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646452	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646453	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646454	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646455	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646456	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646459	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646461	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646462	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646463	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646464	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646465	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646466	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646467	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646468	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646469	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646470	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646471	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646472	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646473	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646476	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646477	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646478	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646479	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646480	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646481	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646482	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646483	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646484	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646485	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646486	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646487	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646488	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646489	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646490	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646491	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646492	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646493	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646494	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646495	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646496	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646497	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646498	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646499	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646503	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646504	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646505	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646506	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646508	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646510	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646511	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646512	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646514	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646515	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646516	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646517	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646518	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646519	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646520	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646521	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646522	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646523	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646524	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646525	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646526	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646527	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646528	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646529	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646530	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646531	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646532	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646533	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646535	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646536	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646537	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
